Column1,Gender,EthnicGroup,ParentEduc,LaunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
4522,male,group C,High School,standard,completed,married,regularly,yes,2,private,< 5,53,47,43
4523,female,group E,associate's degree,standard,none,married,sometimes,yes,1,private,< 5,94,98,92
4524,male,group C,bachelor's degree,standard,none,married,regularly,yes,3,school_bus,> 10,90,69,71
4525,male,group C,bachelor's degree,standard,completed,single,sometimes,yes,3,school_bus,< 5,63,62,62
4526,male,group E,High School,standard,none,married,never,no,1,private,> 10,84,68,67
4527,male,group B,associate's degree,standard,completed,married,regularly,yes,1,private,> 10,76,75,74
4528,female,group C,associate's degree,standard,none,married,regularly,yes,3,private,> 10,78,87,88
4529,male,group B,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,74,68,66
4530,female,group A,High School,standard,none,married,sometimes,no,4,private,< 5,45,62,53
4531,female,group D,High School,standard,none,single,sometimes,yes,3,private,< 5,69,83,83
4532,male,group C,high school,standard,none,divorced,regularly,yes,2,school_bus,< 5,64,58,57
4533,female,group D,bachelor's degree,free/reduced,none,married,regularly,no,6,school_bus,> 10,44,60,60
4534,male,group A,High School,free/reduced,completed,married,sometimes,yes,1,school_bus,< 5,64,62,60
4535,female,group C,bachelor's degree,free/reduced,none,married,regularly,yes,3,school_bus,< 5,55,65,65
4536,female,group D,master's degree,standard,none,single,sometimes,yes,1,school_bus,> 10,72,89,90
4537,male,group C,associate's degree,free/reduced,none,single,sometimes,yes,1,private,> 10,60,58,52
4538,female,group A,associate's degree,free/reduced,none,married,never,yes,5,school_bus,> 10,23,36,37
4539,female,group D,master's degree,standard,completed,single,sometimes,no,2,school_bus,> 10,72,82,86
4540,female,group A,High School,free/reduced,none,single,sometimes,no,4,school_bus,< 5,46,54,51
4541,male,group C,High School,standard,none,married,regularly,yes,1,school_bus,> 10,49,46,39
4542,female,group B,master's degree,free/reduced,completed,single,never,no,3,private,> 10,49,62,68
4543,female,group E,high school,free/reduced,none,single,never,no,5,school_bus,< 5,63,67,63
4544,female,group D,associate's degree,standard,none,single,sometimes,yes,3,school_bus,< 5,83,85,87
4545,male,group D,associate's degree,standard,completed,married,sometimes,yes,2,private,< 5,85,83,83
4546,male,group D,bachelor's degree,standard,none,married,regularly,yes,2,private,< 5,99,96,89
4547,female,group D,high school,standard,none,married,regularly,yes,1,private,< 5,56,47,47
4548,male,group C,bachelor's degree,free/reduced,completed,married,regularly,yes,3,school_bus,> 10,80,74,79
4549,male,group D,master's degree,free/reduced,completed,divorced,never,no,5,school_bus,< 5,81,89,95
4550,male,group A,bachelor's degree,standard,completed,married,sometimes,no,2,school_bus,> 10,81,66,68
4551,male,group C,associate's degree,free/reduced,none,married,sometimes,no,2,school_bus,> 10,46,47,44
4552,male,group C,associate's degree,standard,none,single,regularly,no,1,private,< 5,78,62,67
4553,male,group B,associate's degree,free/reduced,none,married,sometimes,no,3,private,> 10,82,75,76
4554,female,group C,High School,standard,completed,married,never,yes,1,school_bus,< 5,44,64,52
4555,male,group C,high school,standard,none,married,sometimes,no,2,school_bus,< 5,61,51,49
4556,male,group A,High School,standard,completed,married,sometimes,yes,1,private,< 5,62,61,56
4557,female,group C,bachelor's degree,standard,completed,single,regularly,no,2,school_bus,< 5,69,81,88
4558,female,group E,associate's degree,free/reduced,none,married,sometimes,no,3,school_bus,> 10,56,54,54
4559,male,group C,high school,free/reduced,none,married,never,yes,1,school_bus,> 10,71,68,61
4560,female,group C,bachelor's degree,standard,none,single,sometimes,yes,2,school_bus,> 10,59,75,78
4561,male,group D,High School,standard,none,married,regularly,yes,2,private,< 5,79,64,64
4562,female,group B,high school,standard,completed,married,sometimes,yes,2,private,> 10,53,60,62
4563,male,group C,high school,free/reduced,completed,divorced,never,yes,1,private,< 5,29,33,30
4564,female,group C,bachelor's degree,standard,none,single,sometimes,no,2,school_bus,< 5,50,56,55
4565,female,group A,High School,standard,completed,divorced,sometimes,no,1,school_bus,> 10,66,76,78
4566,male,group C,bachelor's degree,free/reduced,none,married,sometimes,no,1,school_bus,< 5,59,53,52
4567,female,group D,associate's degree,free/reduced,completed,single,regularly,no,1,school_bus,< 5,60,75,80
4568,female,group B,bachelor's degree,standard,completed,divorced,sometimes,yes,2,private,> 10,69,80,79
4569,female,group B,bachelor's degree,standard,completed,widowed,sometimes,yes,1,school_bus,> 10,74,82,88
4570,female,group D,High School,standard,none,single,sometimes,yes,2,school_bus,> 10,53,53,58
4571,female,group D,High School,standard,none,married,never,yes,2,school_bus,> 10,68,73,71
4572,male,group C,associate's degree,standard,none,single,sometimes,yes,0,private,< 5,86,77,78
4573,male,group D,high school,standard,none,married,never,yes,3,school_bus,< 5,57,55,56
4574,male,group E,bachelor's degree,free/reduced,none,married,regularly,yes,0,school_bus,> 10,90,83,81
4575,female,group D,high school,standard,none,single,sometimes,yes,1,school_bus,> 10,70,82,76
4576,female,group D,bachelor's degree,standard,none,divorced,sometimes,no,1,school_bus,< 5,74,87,80
4577,female,group C,bachelor's degree,standard,none,single,sometimes,yes,5,private,> 10,45,47,56
4578,male,group A,high school,standard,none,married,sometimes,no,2,private,> 10,72,65,63
4579,male,group D,bachelor's degree,standard,none,single,regularly,no,3,school_bus,< 5,83,75,76
4580,female,group D,bachelor's degree,standard,none,single,sometimes,yes,0,school_bus,< 5,61,68,73
4581,female,group C,bachelor's degree,standard,none,single,regularly,yes,1,private,< 5,71,72,75
4582,male,group E,high school,standard,none,married,sometimes,yes,4,private,< 5,61,51,48
4583,female,group D,bachelor's degree,free/reduced,none,single,sometimes,yes,0,school_bus,> 10,77,90,93
4584,female,group C,High School,standard,completed,married,sometimes,no,1,private,< 5,62,80,74
4585,female,group D,High School,standard,none,married,sometimes,no,4,school_bus,> 10,69,76,74
4586,male,group D,high school,standard,none,married,sometimes,yes,2,school_bus,> 10,70,61,59
4587,male,group E,bachelor's degree,standard,completed,married,sometimes,yes,2,school_bus,< 5,93,83,86
4588,female,group D,High School,standard,none,married,regularly,yes,2,school_bus,< 5,70,78,74
4589,female,group A,bachelor's degree,standard,completed,divorced,sometimes,yes,1,private,< 5,51,58,64
4590,female,group D,bachelor's degree,free/reduced,completed,married,regularly,yes,2,private,> 10,63,77,79
4591,female,group B,master's degree,free/reduced,completed,divorced,regularly,yes,1,private,> 10,62,84,80
4592,male,group D,high school,standard,none,married,regularly,yes,0,school_bus,> 10,60,62,57
4593,male,group C,high school,free/reduced,none,single,never,yes,2,school_bus,> 10,56,56,51
4594,male,group C,high school,free/reduced,none,married,regularly,yes,4,school_bus,< 5,45,57,49
4595,female,group E,high school,standard,none,single,never,yes,1,school_bus,< 5,67,72,72
4596,male,group D,bachelor's degree,standard,completed,married,never,yes,2,school_bus,> 10,87,81,79
4597,female,group D,high school,free/reduced,none,divorced,regularly,yes,0,school_bus,< 5,45,53,52
4598,female,group B,High School,standard,none,single,sometimes,yes,0,private,< 5,58,64,57
4599,male,group C,bachelor's degree,standard,none,married,sometimes,yes,1,private,< 5,60,52,53
4600,male,group E,high school,standard,none,divorced,never,no,3,school_bus,< 5,69,73,67
4601,female,group B,associate's degree,standard,none,married,regularly,yes,2,school_bus,< 5,56,65,64
4602,male,group A,High School,standard,none,married,sometimes,yes,1,private,> 10,52,47,53
4603,male,group C,associate's degree,standard,none,married,never,no,2,private,< 5,70,56,56
4604,female,group D,bachelor's degree,free/reduced,none,single,sometimes,yes,1,school_bus,> 10,62,82,72
4605,female,group D,associate's degree,standard,completed,divorced,never,yes,5,private,> 10,83,83,93
4606,male,group C,associate's degree,free/reduced,none,single,never,no,3,private,< 5,73,71,66
4607,male,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,0,private,> 10,59,51,47
4608,female,group E,High School,standard,completed,married,regularly,no,4,school_bus,< 5,85,90,92
4609,female,group B,high school,standard,none,single,regularly,no,3,school_bus,< 5,56,79,70
4610,female,group E,high school,free/reduced,completed,married,regularly,yes,0,school_bus,> 10,66,66,66
4611,female,group D,master's degree,free/reduced,completed,divorced,regularly,yes,1,private,< 5,51,70,78
4612,female,group C,bachelor's degree,standard,none,married,regularly,yes,1,school_bus,< 5,73,88,86
4613,female,group C,bachelor's degree,standard,none,married,sometimes,no,3,private,< 5,56,59,57
4614,female,group B,high school,standard,none,married,sometimes,yes,2,private,> 10,70,87,78
4615,male,group C,bachelor's degree,free/reduced,none,single,regularly,yes,4,school_bus,< 5,60,69,65
4616,male,group D,associate's degree,standard,none,divorced,regularly,yes,5,private,< 5,67,61,65
4617,male,group D,bachelor's degree,standard,completed,single,regularly,no,1,school_bus,< 5,85,84,84
4618,male,group E,bachelor's degree,standard,completed,married,regularly,no,2,school_bus,> 10,89,70,74
4619,female,group C,bachelor's degree,standard,none,single,sometimes,yes,4,private,> 10,82,97,85
4620,male,group D,master's degree,standard,none,married,sometimes,yes,4,private,< 5,73,72,70
4621,female,group D,high school,standard,none,married,never,no,2,school_bus,< 5,73,79,72
4622,male,group D,master's degree,standard,none,married,never,no,2,school_bus,> 10,91,83,87
4623,male,group C,associate's degree,standard,none,married,sometimes,yes,3,private,> 10,62,66,57
4624,male,group C,High School,standard,completed,single,regularly,yes,0,school_bus,< 5,57,66,61
4625,male,group C,High School,standard,none,married,sometimes,yes,4,school_bus,< 5,62,53,48
4626,female,group A,High School,standard,none,divorced,sometimes,no,4,school_bus,< 5,44,55,50
4627,male,group D,High School,free/reduced,completed,single,sometimes,no,1,private,< 5,58,59,57
4628,male,group C,High School,standard,completed,married,sometimes,no,3,school_bus,> 10,88,88,85
4629,male,group D,associate's degree,free/reduced,completed,single,sometimes,no,2,school_bus,> 10,73,77,80
4630,male,group A,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,< 5,59,50,45
4631,female,group D,bachelor's degree,standard,none,divorced,regularly,yes,2,school_bus,< 5,70,72,78
4632,female,group B,High School,standard,completed,divorced,regularly,yes,0,private,< 5,76,84,89
4633,male,group C,bachelor's degree,free/reduced,none,single,regularly,no,2,school_bus,< 5,63,58,52
4634,female,group C,bachelor's degree,standard,none,married,regularly,yes,1,school_bus,> 10,75,76,66
4635,male,group D,high school,free/reduced,none,single,sometimes,yes,1,school_bus,> 10,67,75,63
4636,female,group C,bachelor's degree,free/reduced,completed,divorced,sometimes,no,3,private,< 5,77,89,95
4637,female,group C,high school,free/reduced,none,divorced,regularly,yes,1,school_bus,< 5,52,61,65
4638,male,group D,bachelor's degree,standard,none,married,never,no,1,school_bus,< 5,90,77,77
4639,male,group A,bachelor's degree,standard,none,married,regularly,no,1,private,> 10,63,48,40
4640,female,group C,bachelor's degree,standard,none,single,sometimes,yes,3,school_bus,< 5,58,70,66
4641,male,group B,high school,free/reduced,completed,married,never,yes,5,private,< 5,41,46,43
4642,male,group B,associate's degree,standard,none,single,sometimes,yes,3,school_bus,< 5,59,60,58
4643,female,group C,bachelor's degree,standard,none,divorced,sometimes,no,2,private,< 5,40,58,57
4644,male,group D,bachelor's degree,free/reduced,none,married,regularly,yes,2,school_bus,< 5,54,48,47
4645,female,group B,associate's degree,free/reduced,none,married,regularly,yes,5,school_bus,< 5,55,75,72
4646,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,3,school_bus,> 10,94,86,82
4647,female,group B,High School,free/reduced,none,married,regularly,yes,1,private,< 5,57,65,59
4648,male,group D,bachelor's degree,free/reduced,none,married,regularly,yes,2,school_bus,< 5,64,71,63
4649,female,group E,associate's degree,free/reduced,none,single,regularly,yes,0,private,< 5,87,89,84
4650,male,group E,high school,standard,completed,single,sometimes,yes,2,school_bus,> 10,91,72,82
4651,male,group B,associate's degree,free/reduced,completed,divorced,sometimes,no,3,school_bus,> 10,76,88,76
4652,male,group D,High School,standard,completed,married,sometimes,yes,1,school_bus,< 5,75,65,70
4653,female,group E,master's degree,standard,none,single,regularly,yes,1,school_bus,< 5,84,100,94
4654,male,group E,High School,standard,none,married,sometimes,yes,2,school_bus,< 5,82,70,72
4655,male,group C,High School,free/reduced,none,married,regularly,no,1,school_bus,< 5,38,46,39
4656,male,group D,High School,standard,none,married,regularly,no,2,private,< 5,59,59,61
4657,male,group C,high school,free/reduced,none,married,never,no,1,school_bus,> 10,51,45,44
4658,male,group B,high school,standard,none,single,sometimes,yes,1,school_bus,> 10,72,64,59
4659,female,group C,bachelor's degree,standard,none,single,regularly,yes,3,school_bus,< 5,51,68,67
4660,female,group C,bachelor's degree,free/reduced,none,married,regularly,yes,2,school_bus,> 10,64,78,76
4661,male,group C,master's degree,free/reduced,none,married,regularly,no,3,school_bus,< 5,61,53,57
4662,male,group D,High School,standard,completed,divorced,never,yes,4,school_bus,> 10,90,86,92
4663,female,group D,associate's degree,standard,none,married,sometimes,yes,3,private,< 5,71,77,74
4664,male,group D,High School,standard,none,married,regularly,yes,2,school_bus,< 5,75,66,67
4665,female,group B,high school,standard,completed,married,never,yes,3,private,> 10,51,54,52
4666,female,group D,High School,standard,none,married,never,yes,0,school_bus,< 5,57,55,63
4667,male,group B,High School,standard,none,married,never,no,1,school_bus,< 5,81,79,72
4668,female,group C,bachelor's degree,standard,none,married,sometimes,yes,7,school_bus,> 10,51,63,56
4669,male,group B,high school,free/reduced,none,married,regularly,yes,1,school_bus,< 5,45,47,38
4670,female,group D,high school,free/reduced,none,married,regularly,no,1,school_bus,> 10,53,59,61
4671,male,group C,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,> 10,74,76,71
4672,female,group D,High School,free/reduced,completed,married,sometimes,no,1,school_bus,< 5,62,70,75
4673,female,group D,associate's degree,free/reduced,none,single,never,no,3,school_bus,< 5,71,70,69
4674,female,group C,High School,standard,completed,married,sometimes,no,5,school_bus,< 5,66,77,76
4675,female,group C,associate's degree,standard,none,single,regularly,yes,1,private,< 5,65,69,61
4676,female,group C,high school,standard,none,divorced,sometimes,yes,6,private,> 10,70,71,79
4677,male,group C,high school,standard,completed,married,regularly,yes,5,private,< 5,70,62,65
4678,male,group E,associate's degree,standard,completed,married,sometimes,yes,2,private,> 10,58,43,51
4679,female,group B,bachelor's degree,standard,none,divorced,sometimes,yes,4,private,< 5,70,75,71
4680,female,group D,high school,free/reduced,none,divorced,never,yes,2,school_bus,> 10,72,88,72
4681,male,group B,high school,free/reduced,completed,single,sometimes,yes,1,school_bus,< 5,60,55,51
4682,male,group C,master's degree,standard,completed,single,regularly,yes,0,school_bus,< 5,90,86,98
4683,female,group E,bachelor's degree,standard,none,married,regularly,yes,3,private,< 5,68,78,76
4684,female,group C,high school,free/reduced,none,single,regularly,no,1,school_bus,< 5,49,62,60
4685,female,group D,High School,standard,none,single,regularly,yes,3,private,> 10,60,69,69
4686,female,group D,master's degree,free/reduced,none,married,regularly,yes,0,private,> 10,80,85,85
4687,male,group D,associate's degree,standard,none,married,regularly,yes,3,private,> 10,63,53,51
4688,female,group C,bachelor's degree,standard,none,single,sometimes,no,1,school_bus,< 5,67,87,87
4689,female,group C,associate's degree,free/reduced,none,married,regularly,no,4,private,< 5,43,44,40
4690,male,group E,High School,free/reduced,none,married,never,yes,0,school_bus,> 10,77,64,68
4691,male,group C,associate's degree,standard,none,married,regularly,no,2,school_bus,> 10,53,53,47
4692,female,group B,high school,free/reduced,none,married,regularly,yes,0,school_bus,< 5,34,54,46
4693,female,group C,master's degree,standard,none,married,regularly,yes,2,school_bus,< 5,80,87,86
4694,female,group C,High School,standard,none,married,regularly,yes,3,school_bus,> 10,67,77,70
4695,female,group A,bachelor's degree,standard,none,married,regularly,yes,1,private,< 5,67,83,84
4696,male,group B,high school,standard,none,married,sometimes,yes,6,school_bus,< 5,63,55,53
4697,male,group B,bachelor's degree,standard,none,single,never,yes,4,school_bus,< 5,63,53,43
4698,female,group D,associate's degree,standard,completed,married,sometimes,yes,2,school_bus,> 10,85,96,100
4699,male,group D,associate's degree,free/reduced,none,single,regularly,no,4,private,> 10,53,48,52
4700,male,group E,high school,standard,completed,married,sometimes,no,1,school_bus,> 10,86,81,80
4701,female,group D,master's degree,standard,none,married,sometimes,no,5,school_bus,< 5,80,88,88
4702,male,group E,High School,standard,none,married,regularly,no,3,private,> 10,96,81,75
4703,female,group D,master's degree,standard,none,married,sometimes,yes,0,school_bus,> 10,95,100,100
4704,male,group C,High School,free/reduced,completed,divorced,regularly,yes,2,school_bus,< 5,71,64,68
4705,female,group A,high school,standard,completed,divorced,regularly,yes,2,private,< 5,80,73,85
4706,female,group D,master's degree,free/reduced,none,married,sometimes,yes,3,school_bus,< 5,59,71,78
4707,male,group D,associate's degree,standard,none,married,regularly,yes,1,private,> 10,72,67,66
4708,female,group B,high school,standard,none,divorced,sometimes,yes,1,private,< 5,43,47,43
4709,female,group A,associate's degree,standard,none,married,sometimes,yes,5,school_bus,< 5,67,75,69
4710,female,group A,High School,standard,completed,married,regularly,yes,1,private,< 5,58,68,71
4711,male,group E,high school,standard,completed,married,sometimes,yes,5,school_bus,< 5,47,46,44
4712,male,group D,high school,standard,none,divorced,regularly,yes,3,school_bus,> 10,65,56,59
4713,female,group C,high school,standard,none,married,sometimes,yes,3,school_bus,< 5,69,77,78
4714,male,group D,associate's degree,free/reduced,completed,divorced,sometimes,yes,0,school_bus,< 5,60,69,68
4715,male,group E,associate's degree,standard,completed,divorced,sometimes,yes,1,private,> 10,87,72,71
4716,female,group B,bachelor's degree,free/reduced,none,married,never,yes,5,private,< 5,43,59,47
4717,female,group D,High School,standard,completed,married,sometimes,no,2,school_bus,< 5,62,75,76
4718,female,group D,associate's degree,standard,completed,single,sometimes,no,7,private,< 5,74,84,90
4719,male,group A,bachelor's degree,standard,completed,married,sometimes,yes,2,school_bus,< 5,64,54,54
4720,female,group D,master's degree,free/reduced,none,married,sometimes,yes,1,private,> 10,44,62,66
4721,male,group C,high school,standard,none,married,regularly,no,1,private,> 10,81,93,84
4722,male,group D,High School,standard,completed,divorced,regularly,no,1,school_bus,< 5,62,56,58
4723,male,group B,associate's degree,standard,none,married,regularly,yes,3,school_bus,< 5,66,59,56
4724,male,group B,bachelor's degree,free/reduced,none,divorced,sometimes,yes,0,private,< 5,59,58,55
4725,female,group E,bachelor's degree,free/reduced,none,married,regularly,no,1,school_bus,> 10,57,71,66
4726,female,group D,bachelor's degree,standard,none,married,never,yes,4,school_bus,> 10,69,84,79
4727,male,group E,bachelor's degree,standard,completed,widowed,sometimes,yes,5,private,< 5,96,96,94
4728,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,2,school_bus,> 10,76,91,92
4729,male,group C,High School,free/reduced,completed,married,sometimes,yes,3,private,< 5,45,59,53
4730,female,group D,associate's degree,free/reduced,none,divorced,regularly,no,3,private,< 5,82,95,91
4731,male,group C,bachelor's degree,free/reduced,none,divorced,regularly,yes,2,private,> 10,51,46,39
4732,male,group D,associate's degree,free/reduced,none,married,regularly,yes,2,private,< 5,60,52,49
4733,male,group E,bachelor's degree,free/reduced,completed,divorced,sometimes,no,2,private,< 5,77,70,74
4734,female,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,1,private,> 10,49,65,70
4735,female,group C,bachelor's degree,standard,none,married,never,yes,2,school_bus,< 5,44,57,50
4736,female,group E,high school,standard,completed,single,sometimes,yes,3,school_bus,< 5,96,97,96
4737,female,group C,High School,standard,completed,married,regularly,yes,2,private,> 10,78,93,99
4738,male,group B,bachelor's degree,standard,none,married,never,no,3,school_bus,< 5,70,70,75
4739,male,group A,associate's degree,standard,none,married,sometimes,no,1,school_bus,< 5,62,61,62
4740,female,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,5,school_bus,< 5,51,66,65
4741,female,group D,bachelor's degree,free/reduced,completed,single,sometimes,yes,4,school_bus,< 5,49,71,72
4742,female,group D,High School,standard,none,married,sometimes,no,1,school_bus,> 10,48,63,62
4743,male,group B,High School,standard,completed,married,never,yes,5,private,< 5,57,66,64
4744,female,group D,high school,free/reduced,none,single,sometimes,yes,2,school_bus,> 10,50,53,54
4745,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,0,school_bus,< 5,67,57,55
4746,female,group D,High School,free/reduced,none,married,never,no,2,private,< 5,47,50,50
4747,male,group C,bachelor's degree,standard,completed,married,sometimes,no,5,school_bus,> 10,77,72,67
4748,male,group B,associate's degree,standard,none,divorced,regularly,no,2,private,< 5,63,61,55
4749,male,group B,bachelor's degree,standard,none,divorced,regularly,no,4,school_bus,< 5,54,66,59
4750,female,group B,high school,standard,none,divorced,sometimes,yes,0,private,< 5,38,45,48
4751,male,group C,bachelor's degree,free/reduced,completed,married,regularly,no,3,school_bus,< 5,57,61,67
4752,male,group E,bachelor's degree,standard,none,divorced,sometimes,no,4,private,< 5,88,76,73
4753,female,group C,high school,standard,completed,married,sometimes,yes,4,private,< 5,73,87,90
4754,female,group C,associate's degree,standard,none,divorced,never,yes,0,school_bus,< 5,58,65,57
4755,female,group C,bachelor's degree,free/reduced,completed,married,sometimes,no,2,school_bus,< 5,39,64,58
4756,female,group D,High School,standard,completed,single,sometimes,yes,0,private,< 5,80,90,85
4757,male,group E,associate's degree,free/reduced,none,single,regularly,no,1,private,> 10,68,58,60
4758,female,group D,high school,standard,none,married,regularly,yes,7,private,< 5,71,90,87
4759,female,group C,High School,free/reduced,none,married,regularly,no,2,school_bus,> 10,56,79,76
4760,female,group E,bachelor's degree,standard,completed,divorced,regularly,yes,2,private,> 10,63,70,76
4761,female,group E,bachelor's degree,free/reduced,completed,married,regularly,yes,1,private,> 10,44,51,57
4762,female,group E,high school,standard,completed,divorced,regularly,no,2,private,< 5,74,64,68
4763,male,group B,high school,standard,completed,widowed,sometimes,no,3,school_bus,< 5,71,63,60
4764,female,group D,high school,standard,none,married,regularly,yes,0,private,< 5,84,82,83
4765,male,group C,associate's degree,free/reduced,none,single,sometimes,no,1,school_bus,< 5,43,53,47
4766,male,group E,associate's degree,free/reduced,completed,divorced,sometimes,no,5,school_bus,< 5,67,59,57
4767,female,group C,associate's degree,standard,none,married,sometimes,yes,2,school_bus,> 10,94,95,95
4768,male,group D,high school,standard,completed,single,regularly,yes,7,private,< 5,71,74,76
4769,female,group D,master's degree,standard,completed,single,never,yes,3,school_bus,> 10,93,99,99
4770,male,group D,associate's degree,standard,none,married,sometimes,no,3,private,> 10,67,62,57
4771,male,group B,bachelor's degree,standard,completed,divorced,regularly,yes,2,private,> 10,96,88,100
4772,male,group B,high school,standard,completed,married,regularly,no,3,school_bus,< 5,58,44,53
4773,male,group E,master's degree,standard,none,married,regularly,yes,3,private,> 10,98,77,80
4774,female,group D,High School,standard,completed,married,never,yes,0,school_bus,< 5,63,77,80
4775,male,group E,bachelor's degree,standard,none,married,sometimes,yes,0,school_bus,> 10,83,80,75
4776,female,group C,bachelor's degree,standard,none,married,regularly,yes,3,school_bus,< 5,50,53,52
4777,male,group B,High School,free/reduced,none,married,regularly,yes,3,school_bus,< 5,56,56,52
4778,female,group C,bachelor's degree,free/reduced,none,divorced,sometimes,no,3,private,< 5,46,51,52
4779,male,group A,high school,standard,none,single,sometimes,no,4,school_bus,< 5,74,65,66
4780,male,group B,bachelor's degree,free/reduced,completed,married,regularly,yes,2,private,< 5,58,68,70
4781,female,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,3,school_bus,< 5,67,76,78
4782,male,group D,associate's degree,standard,none,married,sometimes,yes,2,school_bus,< 5,70,76,72
4783,female,group B,bachelor's degree,standard,completed,married,sometimes,no,1,private,< 5,71,74,80
4784,female,group C,master's degree,standard,none,divorced,never,yes,0,school_bus,> 10,71,77,80
4785,male,group A,bachelor's degree,free/reduced,none,married,sometimes,yes,1,private,< 5,53,59,52
4786,male,group C,bachelor's degree,standard,completed,divorced,regularly,yes,3,private,< 5,67,61,63
4787,female,group C,associate's degree,free/reduced,none,married,regularly,yes,1,school_bus,< 5,46,61,57
4788,female,group C,bachelor's degree,standard,completed,married,regularly,no,2,school_bus,> 10,82,82,94
4789,female,group C,bachelor's degree,standard,none,divorced,sometimes,yes,0,school_bus,> 10,65,73,71
4790,female,group C,high school,standard,none,married,regularly,yes,3,private,< 5,82,84,89
4791,male,group C,associate's degree,standard,none,single,regularly,yes,1,school_bus,> 10,62,65,63
4792,male,group C,bachelor's degree,standard,none,single,sometimes,no,1,school_bus,< 5,57,48,49
4793,female,group D,associate's degree,standard,none,married,regularly,no,1,private,> 10,71,76,78
4794,male,group E,associate's degree,free/reduced,none,single,regularly,yes,2,school_bus,> 10,90,81,75
4795,male,group B,high school,free/reduced,completed,married,regularly,no,2,school_bus,> 10,57,56,60
4796,male,group B,bachelor's degree,standard,completed,married,sometimes,no,3,school_bus,> 10,85,83,88
4797,female,group E,bachelor's degree,standard,completed,married,regularly,no,1,school_bus,> 10,66,75,77
4798,male,group D,master's degree,free/reduced,completed,divorced,sometimes,yes,2,private,< 5,70,75,80
4799,male,group C,high school,standard,none,single,never,yes,1,private,< 5,86,74,74
4800,male,group B,High School,standard,none,married,regularly,yes,1,school_bus,> 10,65,53,50
4801,female,group E,bachelor's degree,free/reduced,completed,married,never,yes,0,school_bus,< 5,80,93,89
4802,female,group C,High School,free/reduced,none,single,never,yes,2,school_bus,< 5,49,63,55
4803,female,group E,high school,free/reduced,completed,divorced,sometimes,yes,3,private,< 5,71,72,73
4804,male,group C,bachelor's degree,free/reduced,completed,single,regularly,yes,0,school_bus,> 10,51,53,52
4805,female,group D,master's degree,standard,completed,married,sometimes,yes,2,school_bus,< 5,62,71,77
4806,female,group C,bachelor's degree,standard,completed,married,regularly,yes,3,school_bus,> 10,47,64,71
4807,female,group B,High School,standard,none,married,sometimes,yes,1,school_bus,> 10,46,54,56
4808,female,group D,associate's degree,standard,completed,married,sometimes,yes,3,private,< 5,64,84,86
4809,female,group B,master's degree,free/reduced,none,married,sometimes,yes,1,private,< 5,44,59,55
4810,male,group C,high school,standard,none,married,regularly,yes,2,private,< 5,72,59,61
4811,female,group C,High School,standard,none,married,never,no,3,school_bus,< 5,61,78,69
4812,female,group B,high school,standard,none,married,sometimes,yes,2,school_bus,< 5,43,49,50
4813,female,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,3,school_bus,< 5,38,55,61
4814,male,group A,associate's degree,standard,none,married,sometimes,no,2,school_bus,> 10,67,75,70
4815,male,group A,high school,standard,completed,married,sometimes,yes,4,private,< 5,64,61,58
4816,female,group D,High School,standard,completed,married,sometimes,yes,4,private,< 5,64,76,77
4817,female,group E,High School,standard,completed,divorced,sometimes,yes,2,school_bus,< 5,56,59,59
4818,female,group A,bachelor's degree,standard,none,married,sometimes,yes,1,school_bus,< 5,56,60,65
4819,male,group D,high school,free/reduced,completed,married,never,yes,0,school_bus,< 5,76,78,78
4820,male,group A,High School,standard,completed,single,regularly,yes,0,school_bus,> 10,88,74,73
4821,male,group C,high school,free/reduced,none,married,sometimes,no,3,private,> 10,78,76,68
4822,female,group D,associate's degree,standard,none,divorced,sometimes,no,3,private,< 5,59,72,72
4823,male,group B,bachelor's degree,standard,none,married,regularly,yes,5,school_bus,< 5,67,57,62
4824,female,group C,bachelor's degree,standard,none,single,regularly,yes,2,school_bus,> 10,55,63,65
4825,female,group E,bachelor's degree,free/reduced,none,single,regularly,no,2,school_bus,> 10,50,52,58
4826,female,group D,High School,standard,completed,single,sometimes,yes,2,school_bus,> 10,77,89,88
4827,female,group D,bachelor's degree,standard,none,divorced,sometimes,yes,3,school_bus,< 5,81,87,91
4828,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,2,school_bus,< 5,75,95,94
4829,female,group E,High School,standard,none,married,regularly,yes,1,private,> 10,88,85,83
4830,male,group E,bachelor's degree,standard,completed,divorced,sometimes,no,1,private,> 10,100,87,96
4831,male,group C,high school,free/reduced,completed,single,regularly,yes,3,private,< 5,47,56,52
